nro;altitude;country;county;latitude;localname;abs(longitude);municipality;res_org;treespecies
164905;55;Sweden;Skåne län;55.55;Snogeholm;13.7;Sjöbo;SLU;,Acer platanoides,Alnus glutinosa,Betula pendula,Betula pubescens,Carpinus betulus,Fagus sylvatica,Fraxinus excelsior,Larix x eurolepis,Malus silvestris,Picea abies,Pinus sylvestris,Populus x wettsteinii,Populus tremula,Prunus avium,Quercus petraea,Quercus robur,Salix caprea,Sorbus aucuparia,Sorbus intermedia,Taxus baccata,Tilia cordata,Ulmus glabra,
164907;115;Sweden;Hallands län;56.7;Tönnersjöhedens FP;13.11;Halmstad;SLU;,Picea abies,
164908;240;Sweden;Kronobergs län;57.14;Asa FP;14.78;Växjö;SLU;,Betula,Picea abies,
164909;140;Sweden;Skåne län;55.89;Fulltofta;13.71;Hörby;SLU;,Betula,Picea abies,
164910;100;Sweden;Skåne län;55.9;Fulltofta;13.64;Hörby;SLU;,Betula,Picea abies,
164913;175;Sweden;Kronobergs län;57.18;Asa FP;14.77;Växjö;SLU;,Picea abies,
164916;45;Sweden;Skåne län;56.15;Killeboda;14.19;Kristianstad;SLU;,Acer platanoides,Alnus glutinosa,Betula pendula,Carpinus betulus,Corylus avellana,Fagus sylvatica,Fraxinus excelsior,Picea abies,Populus tremula,Prunus avium,Prunus padus,Quercus robur,Ulmus glabra,
164917;140;Sweden;Kronobergs län;56.46;Ryd,Vrånga böke;14.72;Tingsryd;SLU;,Acer platanoides,Alnus glutinosa,Betula pendula,Betula pubescens,Corylus avellana,Fraxinus excelsior,Picea abies,Populus tremula,Quercus robur,Sorbus aucuparia,Sorbus intermedia,Tilia cordata,
164918;180;Sweden;Kronobergs län;56.54;Perstorp;15.08;Tingsryd;SLU;,Alnus glutinosa,Fagus sylvatica,Picea abies,Populus tremula,Quercus robur,Sorbus aucuparia,
164932;80;Sweden;Hallands län;56.69;Tönnersjöhedens FP;13.1;Halmstad;SLU;,Picea abies,
164933;80;Sweden;Hallands län;56.69;Tönnersjöhedens FP;13.11;Halmstad;SLU;,Picea abies,
164934;240;Sweden;Kronobergs län;57.15;Asa FP;14.76;Växjö;SLU;,Picea abies,
164935;180;Sweden;Kronobergs län;57.17;Asa FP;14.77;Växjö;SLU;,Picea abies,
164936;100;Sweden;Hallands län;56.7;Tönnersjöhedens FP;13.11;Halmstad;SLU;,Acer platanoides,Fagus sylvatica,Fraxinus excelsior,Picea abies,Prunus avium,Quercus robur,Tilia cordata,
164937;85;Sweden;Hallands län;57.14;Åkulla;12.57;Varberg;SLU;,Acer platanoides,Fagus sylvatica,Fraxinus excelsior,Picea abies,Prunus avium,Quercus robur,Tilia cordata,
164938;120;Sweden;Skåne län;55.9;Fulltofta;13.65;Hörby;SLU;,Alnus glutinosa,Acer platanoides,Fagus sylvatica,Fraxinus excelsior,Picea abies,Prunus avium,Quercus robur,Tilia cordata,
164939;105;Sweden;Skåne län;55.83;Skarhults FP;13.4;Eslöv;SLU;,Acer platanoides,Fagus sylvatica,Fraxinus excelsior,Larix x eurolepis,Picea abies,Prunus avium,Quercus robur,Tilia cordata,
164940;80;Sweden;Skåne län;55.68;Högestad;13.6;Sjöbo;SLU;,Acer platanoides,Alnus glutinosa,Betula pendula,Fagus sylvatica,Fraxinus excelsior,Larix x eurolepis,Picea abies,Prunus avium,Quercus robur,Tilia cordata,
164943;30;Sweden;Östergötlands län;58.52;Rövarborgen;16.08;Norrköping;SLU;,Alnus glutinosa,Betula,Corylus avellana,Picea abies,Pinus sylvestris,Quercus robur,Salix caprea,Salix,Sorbus aucuparia,Sorbus intermedia,
164944;185;Sweden;Jönköpings län;57.3;Trollebo;15.29;Vetlanda;SLU;,Betula,Corylus avellana,Fagus sylvatica,Picea abies,Pinus sylvestris,Populus tremula,Prunus avium,Quercus robur,Salix caprea,Salix,Sorbus intermedia,Sorbus aucuparia,
164945;230;Sweden;Kronobergs län;57.14;Asa;14.83;Växjö;SLU;,Betula,Picea abies,Pinus sylvestris,Populus tremula,Quercus robur,Salix caprea,Salix,Sorbus intermedia,Sorbus aucuparia,
164946;70;Sweden;Gotlands län;57.32;Autsarve;18.35;Gotland;SLU;,Betula,Picea abies,Pinus sylvestris,
164947;100;Sweden;Blekinge län;56.36;Hjortseryd;15.3;Ronneby;SLU;,Betula,Fagus sylvatica,Picea abies,Pinus sylvestris,Quercus robur,Salix caprea,Salix,Sorbus intermedia,Sorbus aucuparia,
164948;150;Sweden;Skåne län;56.44;Lönsboda;14.35;Osby;SLU;,Betula,Fagus sylvatica,Picea abies,Pinus sylvestris,Populus tremula,Salix caprea,Sorbus intermedia,Sorbus aucuparia,
164949;110;Sweden;Västra Götalands län;58.39;Uddevalla;11.78;Uddevalla;SLU;,Betula,Larix,Picea abies,Pinus sylvestris,Prunus avium,Quercus robur,Salix caprea,Salix,Sorbus intermedia,Sorbus aucuparia,
164950;175;Sweden;Västra Götalands län;57.47;Svenljunga;13.15;Svenljunga;SLU;,Betula,Picea abies,Pinus sylvestris,Populus tremula,Quercus robur,Salix caprea,Salix,Sorbus intermedia,Sorbus aucuparia,
164951;70;Sweden;Västra Götalands län;58.67;Leksberg;13.79;Mariestad;SLU;,Betula,Larix,Picea abies,Pinus sylvestris,Quercus robur,Salix caprea,Salix,Sorbus intermedia,Sorbus aucuparia,
164954;120;Sweden;Örebro län;58.95;V Molången;15.31;Hallsberg;SLU;,Betula,Picea abies,Pinus sylvestris,Populus tremula,Salix,Sorbus aucuparia,
164957;285;Sweden;Dalarnas län;60.91;Siljansfors FP;14.37;Mora;SLU;,Picea abies,Pinus sylvestris,
164958;240;Sweden;Västernorrlands län;62.47;Höganäs;15.93;Ånge;SLU;,Betula,Picea abies,Pinus sylvestris,
164959;290;Sweden;Jämtlands län;63.75;Sör-Sporrsjön;15.74;Strömsund;SLU;,Picea abies,Pinus sylvestris,
164960;235;Sweden;Jämtlands län;62.77;Strandåker;16.11;Bräcke;SLU;,Picea abies,Pinus sylvestris,
164961;145;Sweden;Västerbottens län;64.08;Trolltjärnsberg;20.3;Umeå;SLU;,Betula,Picea abies,Pinus sylvestris,
164962;340;Sweden;Västerbottens län;64.57;Orrkulla;18.41;Lycksele;SLU;,Betula,Picea abies,Pinus sylvestris,
164963;230;Sweden;Norrbottens län;67.3;Käryvaara;23.43;Pajala;SLU;,Betula,Picea abies,Pinus sylvestris,
164964;175;Sweden;Kronobergs län;57.18;Asa FP;14.77;Växjö;SLU;,Picea abies,
164965;120;Sweden;Hallands län;56.54;Skogaby;13.22;Laholm;SLU;,Picea abies,Pinus sylvestris,
164968;70;Sweden;Hallands län;56.69;Tönnersjöhedens FP;13.08;Halmstad;SLU;,Picea abies,
164970;60;Sweden;Hallands län;56.65;Tönnersjöhedens FP;13.06;Halmstad;SLU;,Picea abies,
164971;70;Sweden;Hallands län;56.68;Tönnersjöhedens FP;13.08;Halmstad;SLU;,Picea abies,
164973;270;Sweden;Västerbottens län;64.27;Lappkuliden;19.66;Vindeln;SLU;,Picea abies,
164982;125;Sweden;Västerbottens län;64.12;Rödå;19.95;Vindeln;SLU;,Picea abies,
165002;150;Sweden;Gävleborgs län;62.14;Årskogen;17.26;Nordanstig;SLU;,Picea abies,
165003;155;Sweden;Gävleborgs län;62.09;Korrbäcksv.;17.24;Nordanstig;SLU;,Picea abies,
165024;270;Sweden;Västerbottens län;64.27;Lappkuliden;19.66;Vindeln;SLU;,Picea abies,
165026;280;Sweden;Västerbottens län;64.17;Kulbäckslidens FP;19.6;Vindeln;SLU;,Picea abies,
165027;265;Sweden;Västerbottens län;64.17;Kulbäckslidens FP;19.6;Vindeln;SLU;,Picea abies,
165028;290;Sweden;Västerbottens län;64.17;Kulbäckslidens FP;19.6;Vindeln;SLU;,Picea abies,
165049;225;Sweden;Kronobergs län;57.05;Aneboda;14.56;Växjö;SLU;,Picea abies,
165050;478;Sweden;Västernorrlands län;63.86;Gammtratten;18.13;Örnsköldsvik;SLU;,Picea abies,
165051;364;Sweden;Örebro län;59.75;Kindla;14.91;Lindesberg;SLU;,Picea abies,
165052;50;Sweden;Södermanlands län;59.32;Ribbingelund;16.71;Eskilstuna;SLU;,Picea abies,
165054;165;Sweden;Kalmar län;57.6;Rostorp;15.78;Vimmerby;SLU;,Picea abies,
165059;;Sweden;Stockholms län;59.5;Singö ;18.35;Österåker;SLU;,Picea abies,
165060;10;Sweden;Stockholms län;59.42;Bogesund;18.18;Österåker;SLU;,Picea abies,
165061;10;Sweden;Stockholms län;59.42;Bogesund;18.18;Österåker;SLU;,Picea abies,
165062;35;Sweden;Södermanlands län;58.82;Tistad;16.91;Nyköpng;SLU;,Picea abies,
165063;35;Sweden;Södermanlands län;58.82;Tistad;16.91;Nyköpng;SLU;,Picea abies,
165064;125;Sweden;Västra Götalands län;58.79;Västanmoss;14.18;Hova;SLU;,Picea abies,
165065;125;Sweden;Västra Götalands län;58.79;Västanmoss;14.18;Hova;SLU;,Picea abies,
165066;125;Sweden;Västra Götalands län;58.79;Västanmoss;14.18;Hova;SLU;,Picea abies,
165067;125;Sweden;Västra Götalands län;58.79;Västanmoss;14.18;Hova;SLU;,Picea abies,
165068;125;Sweden;Västra Götalands län;58.79;Västanmoss;14.18;Hova;SLU;,Picea abies,
165069;45;Sweden;Gävleborgs län;61.65;Rödmyra;16.97;Hudiksvall;SLU;,Picea abies,
165070;60;Sweden;Västra Götalands län;0;Skrapeland;0;Munkedal;SLU;,Picea abies,
165071;30;Sweden;Stockholms län;59.63;Frösunda;18.15;Vallentuna;SLU;,Picea abies,
165072;30;Sweden;Stockholms län;59.63;Frösunda;18.24;Vallentuna;SLU;,Picea abies,
165073;125;Sweden;Västra Götalands län;58.78;Västanmoss;14.18;Hova;SLU;,Picea abies,
165081;;Sweden;Stockholms län;59.42;Bogesund;18.18;Österåker;SLU;,Picea abies,
165082;;Sweden;Stockholms län;59.42;Bogesund;18.19;Österåker;SLU;,Picea abies,
165083;10;Sweden;Stockholms län;59.43;Bogesund;18.19;Österåker;SLU;,Picea abies,
165085;20;Sweden;Stockholms län;59.26;Älgön;17.37;Södertälje;SLU;,Picea abies,
165090;20;Sweden;Stockholms län;59.42;Bogesund;18.17;Vaxholm;SLU;,Picea abies,
165091;65;Sweden;Södermanlands län;59;Vitmossen;15.9;Vingåker;SLU;,Picea abies,
165092;40;Sweden;Stockholms län;59.16;Hall;17.68;Södertälje;SLU;,Picea abies,
165093;40;Sweden;Örebro län;59.13;Dimbo;15.76;Kumla;SLU;,Picea abies,
165094;55;Sweden;Västra Götalands län;58.57;Skrapeland;11.66;Uddevalla;SLU;,Picea abies,
165095;35;Sweden;Södermanlands län;58.82;Tistad;16.9;Nyköping;SLU;,Picea abies,
165096;15;Sweden;Stockholms län;59.42;Bogesund;18.17;Vaxholm;SLU;,Picea abies,
165097;;Sweden;Värmlands län;0;Apertin;0;Kil;SLU;,Picea abies,
165098;;Sweden;Värmlands län;0;Apertin;0;Kil;SLU;,Picea abies,
165099;;Sweden;Värmlands län;0;Sörmon;0;Karlstad;SLU;,Picea abies,
165101;180;Sweden;Jämtlands län;63.02;Prästbordet;16.64;Ragunda;SLU;,Picea abies,Pinus sylvestris,
165112;100;Sweden;Jönköpings län;58.04;Visingsö;14.34;Jönköping;SLU;,Picea abies,Pinus sylvestris,
165113;100;Sweden;Jönköpings län;58.04;Visingsö;14.34;Jönköping;SLU;,Picea abies,Pinus sylvestris,
165116;270;Sweden;Jämtlands län;64.08;Bosundskog;16.26;Strömsund;SLU;,Picea abies,
165117;330;Sweden;Jämtlands län;64.06;Bosundskog;16.3;Strömsund;SLU;,Picea abies,
165118;330;Sweden;Jämtlands län;64.06;Bosundskog;16.3;Strömsund;SLU;,Picea abies,
165129;140;Sweden;Gävleborgs län;60.46;Kratte Masu;16.36;Hofors;SLU;,Picea abies,
165132;360;Sweden;Jämtlands län;63.45;Offerdal;13.98;Krokom;SLU;,Picea abies,
165138;410;Sweden;Jämtlands län;64.43;Fiskåvattnets renbetesland;14.75;Strömsund;SLU;,Picea abies,
165139;450;Sweden;Jämtlands län;64.44;Klumpvattnets renbetesland;14.76;Strömsund;SLU;,Picea abies,
165140;175;Sweden;Dalarnas län;60.27;Garpenberg;16.18;Hedemora;SLU;,Picea abies,
165146;90;Sweden;Västernorrlands län;62.7;Utanö;18.09;Härnösand;SLU;,Picea abies,
165158;170;Sweden;Dalarnas län;60.27;Garpenberg;16.18;Hedemora;SLU;,Picea abies,
165169;120;Sweden;Skåne län;56.25;Skärsnäs;14.4;Kristianstad;SLU;,Picea abies,
165170;140;Sweden;Skåne län;55.75;Snärpe;13.99;Tomelilla;SLU;,Picea abies,
165171;310;Sweden;Jämtlands län;63.22;Västerhus;14.49;Östersund;SLU;,Picea abies,
165193;120;Sweden;Värmlands län;59.49;Lungsund;14.22;Hagfors;SLU;,Picea abies,
165196;150;Sweden;Örebro län;58.86;Laxå;14.68;Askersund;SLU;,Picea abies,
165205;2;Sweden;Gävleborgs län;61.69;Gackerön;17.3;Hudiksvall;SLU;,Picea abies,
165211;120;Sweden;Skåne län;56.15;Tyringe;13.58;Hässleholm;SLU;,Picea abies,
165212;60;Sweden;Skåne län;56.2;Ishult;13.22;Klippan;SLU;,Picea abies,
165217;50;Sweden;Västernorrlands län;63.25;Själevad;18.74;Örnsköldsvik;SLU;,Picea abies,
165224;200;Sweden;Hallands län;56.36;Vallåsen;13.07;Laholm;SLU;,Picea abies,
165234;120;Sweden;Örebro län;59.13;Nysund;14.49;Degerfors;SLU;,Picea abies,
165235;150;Sweden;Värmlands län;59.25;Prästgården/Blomskog;12.04;Årjäng;SLU;,Picea abies,
165240;140;Sweden;Kronobergs län;56.76;Agunnaryd/Stensjöholm;14.13;Ljungby;SLU;,Picea abies,
165242;150;Sweden;Kronobergs län;56.79;Huseby;14.63;Alvesta;SLU;,Picea abies,
165243;180;Sweden;Kronobergs län;56.79;Bondetorp;14.63;Alvesta;SLU;,Picea abies,
165245;410;Sweden;Jämtlands län;64.43;Fiskåvattnets renbetesland;14.75;Strömsund;SLU;,Picea abies,
165260;180;Sweden;Hallands län;56.93;Övraböke;12.94;Halmstad;SLU;,Picea abies,
165261;160;Sweden;Kronobergs län;56.72;Grytsjön;13.38;Ljungby;SLU;,Picea abies,
165262;100;Sweden;Hallands län;56.56;Skogaby;13.21;Laholm;SLU;,Picea abies,
165284;185;Sweden;Värmlands län;59.89;Gunnarskog, Treskog;12.64;Arvika;SLU;,Picea abies,
165285;260;Sweden;Örebro län;59.42;Skrikarboda;14.99;Kil;SLU;,Picea abies,
165300;335;Sweden;Dalarnas län;60.91;Dådran;15.52;Bingsjö;SLU;,Picea abies,
165301;150;Sweden;Västra Götalands län;57.84;Södra Vist;13.34;Ulricehamn;SLU;,Picea abies,
165303;180;Sweden;Kronobergs län;57;Rottne;14.87;Säraby;SLU;,Betula,Picea abies,
165307;180;Sweden;Dalarnas län;60.52;Skålbo;16.13;Hofors;SLU;,Picea abies,
165317;120;Sweden;Östergötlands län;58.23;Banketorp;15.81;Vist;SLU;,Picea abies,
165319;215;Sweden;Kronobergs län;56.96;Kråkenäs;14.95;Gårdsby;SLU;,Picea abies,
165321;125;Sweden;Västra Götalands län;58.98;Naverstad;11.84;Tanum;SLU;,Picea abies,
165329;450;Sweden;Västerbottens län;64.67;Björkberget;17.8;Lycksele;SLU;,Picea abies,
165332;300;Sweden;Västerbottens län;64.26;Lövliden;19.51;Vindeln;SLU;,Picea abies,
165343;60;Sweden;Örebro län;59.13;Segersjö;15.63;Vingåker;SLU;,Picea abies,
165344;150;Sweden;Västra Götalands län;58.61;Karlås;14.28;Töreboda;SLU;,Picea abies,
165347;220;Sweden;Dalarnas län;60.17;Garpenberg;16.19;Hedemora;SLU;,Picea abies,
165348;;Sweden;Norrbottens län;0;Övertårneå;0;Övertorneå;SLU;,Picea abies,
165354;130;Sweden;Västra Götalands län;58.42;Skålltorp;13.56;Skara;SLU;,Picea abies,
165458;190;Sweden;Kronobergs län;56.75;Värnlanda;15.04;Växjö;SLU;,Picea abies,
165459;440;Sweden;Västerbottens län;64.39;Avaträsk;16.24;Dorotea;SLU;,Picea abies,
165460;150;Sweden;Kronobergs län;56.73;Kringlemon;15.06;Växjö;SLU;,Picea abies,
165461;200;Sweden;Gävleborgs län;60.44;Ovansjö;16.35;Sandviken;SLU;,Picea abies,
165462;290;Sweden;Jönköpings län;57.8;Bottnaryd;13.82;Jönköping;SLU;,Picea abies,
165467;540;Sweden;Västerbottens län;64.14;Storsjö;17.61;Åsele;SLU;,Picea abies,
165468;540;Sweden;Västerbottens län;64.14;Storsjö;17.61;Åsele;SLU;,Picea abies,
165472;350;Sweden;Norrbottens län;66.37;Blåkölen;21.65;Boden;SLU;,Picea abies,
165473;425;Sweden;Västerbottens län;64.86;Bodan;19.37;Norsjö;SLU;,Picea abies,
165476;75;Sweden;Östergötlands län;58.78;Myckelmossa;16.11;Norrköping;SLU;,Pinus sylvestris,Picea abies,
165477;80;Sweden;Östergötlands län;58.76;Rippestorpsvägen;15.97;Finspång;SLU;,Pinus sylvestris,Picea abies,
165478;480;Sweden;Jämtlands län;62.71;Brynje;14.56;Berg;SLU;,Pinus sylvestris,Picea abies,
165479;330;Sweden;Västernorrlands län;63.47;Håsjö;16.22;Sollefteå;SLU;,Picea abies,
165481;365;Sweden;Jämtlands län;63.73;Lomåsen;15.05;Strömsund;SLU;,Picea abies,
165483;260;Sweden;Norrbottens län;66.63;Storlandet;21.78;Gällivare;SLU;,Picea abies,
165485;330;Sweden;Jämtlands län;64.36;Svedje;15.64;Strömsund;SLU;,Picea abies,
165486;430;Sweden;Västerbottens län;64.26;Bjurselberget;18.31;Åsele;SLU;,Picea abies,
165488;440;Sweden;Jämtlands län;63.43;Björkheden;16.06;Ragunda;SLU;,Picea abies,
165489;330;Sweden;Jämtlands län;63.37;Faxnälden;14.24;Krokom;SLU;,Picea abies,
165490;430;Sweden;Västerbottens län;64.26;Bjurselberget;18.31;Åsele;SLU;,Picea abies,
165491;460;Sweden;Västerbottens län;64.39;Avaträsk;16.24;Dorotea;SLU;,Picea abies,
165495;17;Sweden;Kronobergs län;57.14;Asa;14.8;Växjö;SLU;,Picea abies,
165498;330;Sweden;Jämtlands län;63.14;Fillsta;14.54;Östersund;SLU;,Picea abies,
165504;620;Sweden;Jämtlands län;62.59;Österåsen;14.28;Åsarne;SLU;,Picea abies,
165505;80;Sweden;Värmlands län;59.45;Strand;12.85;Säffle;SLU;,Picea abies,
165507;290;Sweden;Västerbottens län;64.16;Kulbäckslidens FP;19.58;Vindeln;SLU;,Picea abies,
165510;200;Sweden;Västerbottens län;64.18;Kulbäckslidens FP;19.61;Vindeln;SLU;,Picea abies,
165511;310;Sweden;Västerbottens län;65.09;Tväråträsklid;20.55;Skellefteå;SLU;,Picea abies,
165512;385;Sweden;Västerbottens län;64.23;Laiksjö;16.6;Dorotea;SLU;,Picea abies,
165515;85;Sweden;Gävleborgs län;60.42;Målbo;16.83;Gävle;SLU;,Betula,Picea abies,
165516;100;Sweden;Värmlands län;59.19;Gårdsjö;12.54;Säffle;SLU;,Betula,Picea abies,
165517;260;Sweden;Västerbottens län;64.31;Nya Sandtorp;19.74;Vindeln;SLU;,Betula,Picea abies,
165518;160;Sweden;Dalarnas län;60.38;Fäggeby;15.86;Säter;SLU;,Betula,Picea abies,
165519;180;Sweden;Gävleborgs län;60.53;Edskevallen;16.24;Hofors;SLU;,Betula,Picea abies,
165520;150;Sweden;Dalarnas län;60.48;Långshyttan;16.09;Hedemora;SLU;,Betula,Picea abies,
165521;335;Sweden;Dalarnas län;60.59;Bingsjö;15.38;Rättvik;SLU;,Betula,Picea abies,
165522;170;Sweden;Kronobergs län;56.82;Huseby;14.68;Växjö;SLU;,Betula,Picea abies,
165523;150;Sweden;Kronobergs län;56.64;Diö;14.25;Älmhult;SLU;,Betula,Picea abies,
165524;110;Sweden;Västra Götalands län;57.89;Östad;12.26;Alingsås;SLU;,Betula,Picea abies,
165526;170;Sweden;Värmlands län;60.05;Hagfors;13.47;Hagfors;SLU;,Betula,Picea abies,
165527;150;Sweden;Värmlands län;60.05;Hagfors;13.48;Hagfors;SLU;,Betula,Picea abies,
165528;55;Sweden;Skåne län;55.52;Krageholm;13.78;Ystad;SLU;,Fagus sylvatica,Picea abies,
165529;105;Sweden;Skåne län;56.05;Vanneberga;13.92;Hässleholm;SLU;,Fagus sylvatica,Picea abies,
165530;140;Sweden;Hallands län;56.76;Vinsåsen;12.92;Halmstad;SLU;,Picea abies,
165531;80;Sweden;Örebro län;60.07;Dimbo;15.47;Örebro;SLU;,Picea abies,
165532;190;Sweden;Kronobergs län;56.89;Fylleryd;14.85;Växjö;SLU;,Picea abies,
165533;110;Sweden;Jönköpings län;58.04;Visingsö;14.35;Visingsö;SLU;,Abies grandis,Picea abies,
165534;80;Sweden;Hallands län;56.8;Susegården;12.81;Halmstad;SLU;,Abies alba,Abies grandis,Larix decidua,Larix kaempferi,Picea abies,Picea omorika,Picea sitchensis,Pinus contorta,Pinus sylvestris,
165536;245;Sweden;Dalarnas län;60.9;Siljansfors FP;14.37;Mora;SLU;,Picea abies,
165537;80;Sweden;Gävleborgs län;60.5;Främlingshem;16.91;Sandviken;SLU;,Picea abies,Pinus sylvestris,
165538;510;Sweden;Norrbottens län;65.98;Lilla Laxsjön;18.36;Arjeplog;SLU;,Picea abies,Pinus sylvestris,
165549;220;Sweden;Dalarnas län;60.89;Siljansfors FP;14.39;Mora;SLU;,Betula,Picea abies,
165553;310;Sweden;Dalarnas län;60.88;Siljansfors FP;14.34;Mora;SLU;,Picea abies,
165556;280;Sweden;Dalarnas län;60.88;Siljansfors FP;14.34;Mora;SLU;,Picea abies,
165570;260;Sweden;Dalarnas län;60.88;Siljansfors FP;14.39;Mora;SLU;,Picea abies,
165573;320;Sweden;Dalarnas län;60.91;Siljansfors FP;14.38;Mora;SLU;,Picea abies,
165579;270;Sweden;Dalarnas län;60.88;Siljansfors FP;14.39;Mora;SLU;,Picea abies,
165582;260;Sweden;Dalarnas län;60.87;Siljansfors FP;14.39;Mora;SLU;,Picea abies,
165583;260;Sweden;Dalarnas län;60.87;Siljansfors FP;14.39;Mora;SLU;,Picea abies,
165584;250;Sweden;Dalarnas län;60.88;Siljansfors FP;14.38;Mora;SLU;,Picea abies,
165585;260;Sweden;Dalarnas län;60.88;Siljansfors FP;14.39;Mora;SLU;,Picea abies,
165586;260;Sweden;Dalarnas län;60.87;Siljansfors FP;14.39;Mora;SLU;,Picea abies,
165587;260;Sweden;Dalarnas län;60.88;Siljansfors FP;14.38;Mora;SLU;,Picea abies,
165592;235;Sweden;Dalarnas län;60.89;Siljansfors FP;14.37;Mora;SLU;,Picea abies,
165600;250;Sweden;Dalarnas län;60.88;Siljansfors FP;14.4;Mora;SLU;,Picea abies,
165602;300;Sweden;Dalarnas län;60.91;Siljansfors FP;14.37;Mora;SLU;,Picea abies,
165606;240;Sweden;Dalarnas län;60.88;Siljansfors FP;14.38;Mora;SLU;,Pinus sylvestris,Picea abies,Betula pubescens,
165618;260;Sweden;Dalarnas län;60.88;Siljansfors FP;14.36;Mora;SLU;,Picea abies,
165622;220;Sweden;Dalarnas län;60.9;Siljansfors FP;14.36;Mora;SLU;,Betula,Picea abies,
165628;290;Sweden;Dalarnas län;60.87;Siljansfors FP;14.38;Mora;SLU;,Picea abies,
165630;180;Sweden;Dalarnas län;60.83;Siljansfors FP;14.67;Mora;SLU;,Picea abies,
165633;225;Sweden;Dalarnas län;60.89;Siljansfors FP;14.38;Mora;SLU;,Picea abies,
165647;280;Sweden;Dalarnas län;60.89;Siljansfors FP;14.35;Mora;SLU;,Betula pendula,Picea abies,
165648;260;Sweden;Dalarnas län;60.87;Siljansfors FP;14.38;Mora;SLU;,Betula,Picea abies,Pinus sylvestris,
165649;260;Sweden;Dalarnas län;60.87;Siljansfors FP;14.38;Mora;SLU;,Betula pubescens,Picea abies,
165650;250;Sweden;Dalarnas län;60.88;Siljansfors FP;14.38;Mora;SLU;,Betula pubescens,Picea abies,
165651;240;Sweden;Dalarnas län;60.88;Siljansfors FP;14.38;Mora;SLU;,Picea abies,
165652;260;Sweden;Dalarnas län;60.88;Siljansfors FP;14.39;Mora;SLU;,Picea abies,
165653;410;Sweden;Dalarnas län;60.91;Siljansfors FP;14.39;Mora;SLU;,Picea abies,Pinus sylvestris,
165654;235;Sweden;Dalarnas län;60.89;Siljansfors FP;14.4;Mora;SLU;,Picea abies,
165655;240;Sweden;Dalarnas län;60.88;Siljansfors FP;14.38;Mora;SLU;,Picea abies,
165657;250;Sweden;Dalarnas län;60.9;Siljansfors FP;14.35;Mora;SLU;,Betula pendula,Picea abies,Pinus sylvestris,
165658;360;Sweden;Dalarnas län;60.91;Siljansfors FP;14.38;Mora;SLU;,Betula pendula,Betula pubescens,Larix decidua,Larix sukaczewii,Picea abies,Pinus sylvestris,
165659;250;Sweden;Dalarnas län;60.89;Siljansfors FP;14.41;Mora;SLU;,Betula pendula,Picea abies,Pinus contorta,
165663;225;Sweden;Dalarnas län;60.9;Siljansfors FP;14.34;Mora;SLU;,Picea abies,
165664;245;Sweden;Dalarnas län;60.9;Siljansfors FP;14.37;Mora;SLU;,Picea abies,
165665;95;Sweden;Hallands län;56.7;Tönnersjöhedens FP;13.11;Halmstad;SLU;,Picea abies,
165666;95;Sweden;Hallands län;56.7;Tönnersjöhedens FP;13.1;Halmstad;SLU;,Picea abies,
165668;100;Sweden;Hallands län;56.71;Tönnersjöhedens FP;13.11;Halmstad;SLU;,Picea abies,
165669;65;Sweden;Hallands län;56.68;Tönnersjöhedens FP;13.07;Halmstad;SLU;,Picea abies,
165673;110;Sweden;Hallands län;56.71;Tönnersjöhedens FP;13.11;Halmstad;SLU;,Picea abies,
165679;65;Sweden;Hallands län;56.68;Tönnersjöhedens FP;13.06;Halmstad;SLU;,Picea abies,
165680;60;Sweden;Hallands län;56.68;Tönnersjöhedens FP;13.07;Halmstad;SLU;,Picea abies,
165681;95;Sweden;Hallands län;56.7;Tönnersjöhedens FP;13.11;Halmstad;SLU;,Picea abies,
165682;95;Sweden;Hallands län;56.7;Tönnersjöhedens FP;13.1;Halmstad;SLU;,Picea abies,
165683;60;Sweden;Hallands län;56.7;Tönnersjöhedens FP;13.09;Halmstad;SLU;,Picea abies,
165684;135;Sweden;Hallands län;56.71;Tönnersjöhedens FP;13.12;Halmstad;SLU;,Picea abies,
165685;130;Sweden;Hallands län;56.71;Tönnersjöhedens FP;13.11;Halmstad;SLU;,Picea abies,
165687;60;Sweden;Hallands län;56.7;Tönnersjöhedens FP;13.08;Halmstad;SLU;,Picea abies,
165688;125;Sweden;Hallands län;56.7;Tönnersjöhedens FP;13.11;Halmstad;SLU;,Picea abies,
165689;100;Sweden;Hallands län;56.7;Tönnersjöhedens FP;13.11;Halmstad;SLU;,Picea abies,
165690;115;Sweden;Hallands län;56.7;Tönnersjöhedens FP;13.11;Halmstad;SLU;,Picea abies,
165691;100;Sweden;Hallands län;56.7;Tönnersjöhedens FP;13.11;Halmstad;SLU;,Picea abies,
165697;85;Sweden;Hallands län;56.69;Tönnersjöhedens FP;13.1;Halmstad;SLU;,Picea abies,
165698;60;Sweden;Hallands län;56.7;Tönnersjöhedens FP;13.09;Halmstad;SLU;,Picea abies,
165699;85;Sweden;Hallands län;56.7;Tönnersjöhedens FP;13.09;Halmstad;SLU;,Picea abies,
165700;80;Sweden;Hallands län;56.69;Tönnersjöhedens FP;13.09;Halmstad;SLU;,Picea abies,
165701;90;Sweden;Hallands län;56.7;Tönnersjöhedens FP;13.09;Halmstad;SLU;,Betula,Picea abies,
165729;60;Sweden;Hallands län;56.67;Tönnersjöhedens FP;13.06;Halmstad;SLU;,Picea abies,Picea omorika,
